Station,Day,Month,Year,Rad,Tmin,Tmax,Hum (kPa),windspeed (m/s),Rain (mm)
'Moree',3,2,1997,26421.9,18,28.7,1.55,3.36,12.2
'Moree',4,2,1997,26904.97,17.4,29.3,1.7,4.36,0
'Moree',5,2,1997,28021.03,17.8,30.8,1.68,4.15,0
'Moree',6,2,1997,26334.54,17.9,32.2,1.91,3.85,0
'Moree',7,2,1997,24635.26,21.3,30.4,1.83,5.65,0
'Moree',8,2,1997,27618.87,19.4,30.8,1.69,4.9,0
'Moree',9,2,1997,28300.25,19.4,33.2,1.94,5.9,0
'Moree',10,2,1997,29855.47,19.6,35.6,1.72,4.11,0
'Moree',11,2,1997,29213.28,21.5,36.9,2.02,5.15,0
'Moree',12,2,1997,26712.36,24.4,35.5,2.39,6.15,0
'Moree',13,2,1997,17402.39,24.1,33.8,2.42,7.69,0.4
'Moree',14,2,1997,7173.84,22.4,24.3,2.79,2.06,12.8
'Moree',15,2,1997,9777.84,22.3,26.9,2.74,3.61,29.8
'Moree',16,2,1997,23189.19,22.1,31.1,2.51,2.86,2.6
'Moree',17,2,1997,27171.2,19.7,32.5,2.23,3.36,0
'Moree',18,2,1997,27435.6,19.8,32.4,2.09,4.9,0
'Moree',19,2,1997,28664.4,19.2,31.8,1.86,4.11,0
'Moree',20,2,1997,27280.04,17.4,30.9,1.84,3.61,0
'Moree',21,2,1997,24398.95,17.2,32.4,1.88,3.61,0
'Moree',22,2,1997,27510.67,21.3,33.5,2.19,4.86,0
'Moree',23,2,1997,25787.09,20.7,36.2,2.11,3.36,0
'Moree',24,2,1997,27805.37,22.2,37.1,2.12,4.61,0
'Moree',25,2,1997,27017.88,24.5,36.2,2.39,4.65,0
'Moree',26,2,1997,23675.02,24.6,34,2.4,4.36,0
'Moree',27,2,1997,23572.11,23.9,32.8,2.66,2.81,3.2
'Moree',28,2,1997,25835.19,18.2,31.3,1.75,3.11,0
'Moree',1,3,1997,27424.31,19.2,32.4,1.85,6.15,0
'Moree',2,3,1997,23545.4,19.7,33.5,2.29,6.65,0
'Moree',3,3,1997,28701.23,21.6,33.6,2.15,4.65,5
'Moree',4,3,1997,26983.82,16.1,33.8,1.56,4.86,0
'Moree',5,3,1997,11713.85,20.7,29.5,1.95,4.9,0
'Moree',6,3,1997,5325.69,20.5,22.2,2.45,3.36,6.8
'Moree',7,3,1997,9705.79,19.8,26.8,2.01,3.36,24.6
'Moree',8,3,1997,24458.28,18.6,29.6,1.68,3.61,0
'Moree',9,3,1997,25797.91,17.3,29.9,1.61,3.36,0
'Moree',10,3,1997,25243.91,16.4,30.4,1.65,4.9,0
'Moree',11,3,1997,24081.41,13.4,28.9,1.38,3.61,0
'Moree',12,3,1997,23794.57,15.8,28.6,1.43,2.86,0
'Moree',13,3,1997,25293.68,14.7,30.1,1.59,3.36,0
'Moree',14,3,1997,25644.88,17.3,30.6,1.7,4.36,0
'Moree',15,3,1997,24616.84,16.6,31.4,1.66,3.61,0
'Moree',16,3,1997,25936.25,13.3,31.8,1.16,5.69,0
'Moree',17,3,1997,25133.78,11.4,31.4,1.12,3.36,0
'Moree',18,3,1997,26084.07,13.3,31.8,1.15,4.4,0
'Moree',19,3,1997,26374.99,14.5,32.4,1.28,5.15,0
'Moree',20,3,1997,26242.91,15.4,34.1,1.38,5.4,0
'Moree',21,3,1997,25390.01,15,30.5,0.85,5.4,0
'Moree',22,3,1997,23313.46,9.1,30.1,0.93,3.86,0
'Moree',23,3,1997,25032.46,11.8,30.9,1.11,3.36,0
'Moree',24,3,1997,24584.08,11.9,26.2,0.64,6.19,0
'Moree',25,3,1997,23682.81,8.4,29.9,0.85,4.11,0
'Moree',26,3,1997,24720.96,13.7,30.9,1.29,3.61,0
'Moree',27,3,1997,23612.5,15.1,30.2,1.44,3.06,0
'Moree',28,3,1997,23104.15,17,31.2,1.54,2.81,0
'Moree',29,3,1997,22860.77,16,30.8,1.77,9.54,0
'Moree',30,3,1997,22780.32,14.6,29.7,1.55,4.9,20
'Moree',31,3,1997,22377.05,11.4,27.8,1.14,4.4,0
'Moree',1,4,1997,22026.83,7.7,28,0.72,2.81,0
'Moree',2,4,1997,23826.09,8.8,30.1,0.84,4.36,0
'Moree',3,4,1997,22976.96,8.3,30.1,0.67,4.36,0
'Moree',4,4,1997,23156.49,10.5,31.3,0.87,3.61,0
'Moree',5,4,1997,22320.15,9.6,28.2,0.73,2.81,0
'Moree',6,4,1997,21510.58,8.2,27.8,0.83,5.15,0
'Moree',7,4,1997,23782.68,13.4,25.2,0.83,9,0
'Moree',8,4,1997,19971.97,7.9,25.6,0.6,4.11,0
'Moree',9,4,1997,22534.38,9.7,26.4,0.84,3.61,0
'Moree',10,4,1997,21497.73,8.6,27.4,1.04,3.31,0
'Moree',11,4,1997,19820.88,10.7,27.6,1.16,4.35,0
'Moree',12,4,1997,22360.87,11.8,27.7,1.14,3.61,0
'Moree',13,4,1997,23738.03,9.9,28.1,0.9,3.11,0
'Moree',14,4,1997,23257.65,10.6,28,1.06,3.61,0
'Moree',15,4,1997,23412.31,9.4,29.8,0.74,3.61,0
'Moree',16,4,1997,23170.07,12.7,27.9,1.21,3.11,0
'Moree',17,4,1997,24111.67,13.2,28.8,1.25,3.6,0
'Moree',18,4,1997,24803.04,12.1,30.4,0.76,5.9,0
'Moree',19,4,1997,22022.9,6,28.3,0.7,3.86,0
'Moree',20,4,1997,21935.75,11.7,27.9,1.24,4.4,0
'Moree',21,4,1997,23128.61,10.1,28.3,1.17,3.86,0
'Moree',22,4,1997,23185.84,10.2,29,1.17,3.61,0
'Moree',23,4,1997,23781.15,13.2,28.9,1.13,3.31,0
'Moree',24,4,1997,22510.48,14.9,28.6,1.32,3.36,0
'Moree',25,4,1997,12792.6,15.3,26.7,1.23,3.36,0
'Moree',26,4,1997,22667.48,10.7,27.1,1.11,2.61,0
'Moree',27,4,1997,22425.94,10.3,26.3,0.91,3.36,0
'Moree',28,4,1997,22403.67,9.9,26.5,1.02,3.06,0
'Moree',29,4,1997,21084.3,11,26.6,1.02,4.36,0
'Moree',30,4,1997,21844.21,10.9,27.1,1.03,3.61,0
'Moree',1,5,1997,21754.94,10.8,27.3,0.98,3.61,0
'Moree',2,5,1997,21178.64,11.9,26.9,0.97,3.11,0
'Moree',3,5,1997,17075.35,11.5,27.1,1.28,3.61,0
'Moree',4,5,1997,20282.61,11.1,27.9,1.18,3.11,0
'Moree',5,5,1997,10099.17,16.8,26.1,1.65,3.36,0
'Moree',6,5,1997,14557.09,12.8,24.6,1.63,2.31,4.4
'Moree',7,5,1997,13534.75,13.1,27.3,1.96,3.86,0
'Moree',8,5,1997,14650.61,12.7,20,1.36,6.19,9
'Moree',9,5,1997,18672.82,5.8,19.1,0.76,6.94,0
'Moree',10,5,1997,17779.37,4.3,18.9,0.71,7.19,0
'Moree',11,5,1997,13135.8,5,21.4,0.89,9,0.2
'Moree',12,5,1997,19641.61,8.8,24.5,1.06,2.61,0
'Moree',13,5,1997,17041.72,8.2,22.5,0.9,3.11,0
'Moree',14,5,1997,12639.74,7.1,22.3,0.94,3.6,0
'Moree',15,5,1997,6067.18,11.5,22.2,1.08,3.86,0
'Moree',16,5,1997,2113.61,13.8,16.6,1.7,4.4,14.6
'Moree',17,5,1997,12052.11,11,21,1.59,2.86,21.6
'Moree',18,5,1997,2827.08,12.7,17.3,1.45,2.61,0
'Moree',19,5,1997,12983.23,9.7,18.8,1.09,4.15,2.2
'Moree',20,5,1997,16200.81,5.1,20.2,1.13,0.75,0
'Moree',21,5,1997,10456.72,9.4,21.6,1.1,2.86,0
'Moree',22,5,1997,7181.79,8.6,21.5,1.23,2.56,0
'Moree',23,5,1997,2665.02,11.7,17.5,1.42,2.06,0
'Moree',24,5,1997,8115.55,12.7,19.9,1.4,2.31,4.6
'Moree',25,5,1997,18224.39,6.9,21.6,1.03,3.1,0
'Moree',26,5,1997,17496.5,5.5,21.8,1.05,3.61,0
'Moree',27,5,1997,18473.92,6.7,22.3,1.08,2.56,0
'Moree',28,5,1997,12438.67,8.8,24.9,1.16,4.11,0
'Moree',29,5,1997,6686.95,10.9,19.2,1.44,1.81,0
'Moree',30,5,1997,4462.73,9.9,17.5,1.34,3.11,0
'Moree',31,5,1997,13830.97,1.6,17.8,0.71,4.15,0
'Moree',1,6,1997,16549.73,2.9,19.3,0.83,3.36,0
'Moree',2,6,1997,17006.44,2.7,20.3,0.82,2.81,0
'Moree',3,6,1997,13766.21,4.7,22,0.93,3.86,0
'Moree',4,6,1997,16358.07,8.3,22.9,1.31,3.1,0.4
'Moree',5,6,1997,11222.39,9.7,23.3,1.34,4.15,0
'Moree',6,6,1997,13505.54,11.9,23.6,1.41,5.11,0
'Moree',7,6,1997,13505.04,11.9,21.5,1.53,2.86,7.6
'Moree',8,6,1997,16302.57,2.9,18.5,0.75,3.11,0
'Moree',9,6,1997,17356.35,3.2,19.9,0.77,2.86,0
'Moree',10,6,1997,16941.2,3.6,20.9,0.92,2.56,0
'Moree',11,6,1997,14133.98,4,20.4,0.88,3.86,0
'Moree',12,6,1997,17278.3,4,21.6,0.89,3.86,0
'Moree',13,6,1997,2539.48,9.9,17.5,1.36,4.9,0
'Moree',14,6,1997,11641.84,12.2,17.7,1.28,4.11,7.2
'Moree',15,6,1997,13206.61,1.7,14.3,0.72,4.9,0
'Moree',16,6,1997,12049.56,6.5,16.3,0.99,10.25,2
'Moree',17,6,1997,15539.92,3.5,19.5,0.97,4.4,0
'Moree',18,6,1997,16326.77,2.7,18.4,0.82,3.6,0
'Moree',19,6,1997,17348.22,4,20.1,0.82,3.36,0
'Moree',20,6,1997,16776.27,4.4,20.3,0.95,2.06,0
'Moree',21,6,1997,15380.28,4.8,21,0.93,2.06,0
'Moree',22,6,1997,13334.9,9,20.2,1.13,2.36,0.4
'Moree',23,6,1997,13355.4,8.6,19.9,1.31,3.11,0
'Moree',24,6,1997,16154.45,3.6,19.8,0.87,3.36,0.2
'Moree',25,6,1997,12663.42,0.6,18.2,0.73,2.85,0
'Moree',26,6,1997,14606.78,0.4,15.3,0.7,1.81,0
'Moree',27,6,1997,14791.11,-0.8,15.6,0.62,2.56,0
'Moree',28,6,1997,1623.08,0.6,12.4,0.67,2.06,0
'Moree',29,6,1997,11111.25,-3.4,15.4,0.69,3.1,0
'Moree',30,6,1997,15013.68,-0.3,19.9,0.82,2.11,0
'Moree',1,7,1997,16387.37,4.7,20.5,0.91,2.56,0
'Moree',2,7,1997,9289.18,4.1,18.9,0.91,3.11,0
'Moree',3,7,1997,12823.59,0.5,17.8,0.82,4.9,0
'Moree',4,7,1997,16220.71,1.3,19,0.76,4.65,0
'Moree',5,7,1997,8572.48,4.5,17.9,0.69,3.61,0
'Moree',6,7,1997,17126.48,3.2,19.6,0.8,3.61,0
'Moree',7,7,1997,17334.32,3.9,20.4,0.87,1,0
'Moree',8,7,1997,13012.98,5.5,22,1.09,4.9,0
'Moree',9,7,1997,9880.86,13.8,22.8,1.19,5.4,0
'Moree',10,7,1997,8930.38,-0.6,14.4,0.5,4.4,0
'Moree',11,7,1997,1517.36,3.3,14.6,0.75,2.86,0
'Moree',12,7,1997,1584.82,7.7,13.1,0.87,0.5,0.8
'Moree',13,7,1997,4965.81,6.9,14,0.82,2.06,1.6
'Moree',14,7,1997,13646.84,-1.9,17.4,0.75,2.06,0
'Moree',15,7,1997,15477.4,-0.6,21.7,0.82,4.4,0
'Moree',16,7,1997,16390.41,2.5,15.8,0.51,7.19,0
'Moree',17,7,1997,15522.38,-1,16.6,0.49,6.65,0
'Moree',18,7,1997,16423.67,-1,18.6,0.54,2.61,0
'Moree',19,7,1997,16062.57,0.1,18.7,0.71,2.36,0
'Moree',20,7,1997,16967.74,2.5,19.5,0.76,3.36,0
'Moree',21,7,1997,16463.18,0.7,19.4,0.71,3.36,0
'Moree',22,7,1997,14754.86,-1.9,16.5,0.51,4.4,0
'Moree',23,7,1997,16490.59,-0.9,20.3,0.6,2.06,0
'Moree',24,7,1997,13834.48,5,21.4,0.8,3.86,0
'Moree',25,7,1997,13196.34,6.7,21.6,0.85,5.65,0
'Moree',26,7,1997,10989.68,7.1,22.2,1.04,3.86,0.6
'Moree',27,7,1997,4701.11,10.2,17.4,1.42,3.86,1.4
'Moree',28,7,1997,12021.49,4.9,17.6,0.99,3.6,0
'Moree',29,7,1997,16090.42,-0.1,18.3,0.7,3.06,0
'Moree',30,7,1997,15876.11,-0.3,19.6,0.83,2.36,0
'Moree',31,7,1997,16629.75,2.4,19.5,0.81,3.86,0
'Moree',1,8,1997,17108.29,-0.2,19.7,0.52,4.9,0
'Moree',2,8,1997,16537.15,-0.2,19.3,0.51,2.56,0
'Moree',3,8,1997,15893.77,0.4,20.4,0.65,3.61,0
'Moree',4,8,1997,12531.64,6.9,20.3,0.73,3.36,0
'Moree',5,8,1997,18161.18,3.2,20.5,0.74,2.86,0
'Moree',6,8,1997,12790.05,5.3,20.3,0.84,4.86,0
'Moree',7,8,1997,15945.44,12.1,20.2,1.25,4.61,4.2
'Moree',8,8,1997,17010.8,1.3,20.6,0.85,3.9,0
'Moree',9,8,1997,17677.12,2.8,16.6,0.57,4.9,0
'Moree',10,8,1997,16957.44,-1.5,18.4,0.57,4.4,0
'Moree',11,8,1997,18087.46,0.6,25,0.64,7.19,0
'Moree',12,8,1997,17702.16,11.6,17.5,0.74,7.94,0
'Moree',13,8,1997,15793.92,1,17.4,0.72,3.36,0
'Moree',14,8,1997,18067.01,-1.4,22.7,0.56,2.06,0
'Moree',15,8,1997,19131.52,1.2,23.1,0.72,3.36,0
'Moree',16,8,1997,19728.52,2,24.2,0.69,4.36,0
'Moree',17,8,1997,16505.32,9,25.2,0.61,5.94,0
'Moree',18,8,1997,20341.35,4,21.5,0.48,5.4,0
'Moree',19,8,1997,18980.55,1.8,20.6,0.4,3.06,0
'Moree',20,8,1997,16657.17,-0.1,20.8,0.8,3.31,0
'Moree',21,8,1997,18559.99,6.6,22,0.78,4.4,0
'Moree',22,8,1997,19107.41,7.1,22.1,0.87,3.36,0
'Moree',23,8,1997,19745.41,11.4,24.8,0.92,6.94,0.2
'Moree',24,8,1997,18443.08,3.1,14.8,0.47,7.69,0
'Moree',25,8,1997,16736.49,-2.4,16.4,0.39,6.19,0
'Moree',26,8,1997,16109.83,-3.3,16.8,0.44,2.81,0
'Moree',27,8,1997,16701.96,-2.5,18.7,0.54,3.06,0
'Moree',28,8,1997,18830.86,0,21.4,0.58,2.56,0
'Moree',29,8,1997,19598.26,2,22.9,0.68,3.36,0
'Moree',30,8,1997,21065.48,4.7,24.4,0.72,5.9,0
'Moree',31,8,1997,12690.66,9.5,24.5,1.11,7.19,0
'Moree',1,9,1997,16208.97,14.2,26.2,1.26,7.19,0
'Moree',2,9,1997,7700.26,14.8,21,1.74,4.9,11.6
'Moree',3,9,1997,19867.68,6.1,21.5,0.91,2.06,2.2
'Moree',4,9,1997,19377.34,4.7,25.1,0.83,3.61,0
'Moree',5,9,1997,18495.5,10.1,21.5,0.99,5.65,3.2
'Moree',6,9,1997,19231.01,5.7,21,0.89,5.4,0
'Moree',7,9,1997,15396.86,4.5,24.9,0.76,5.65,0
'Moree',8,9,1997,22509.33,11.3,22.2,0.72,6.94,0
'Moree',9,9,1997,18988.03,3.1,22.2,0.82,3.85,0
'Moree',10,9,1997,19362.37,4.3,23.3,0.8,3.86,0
'Moree',11,9,1997,19395.61,4.1,23.7,0.71,5.15,0
'Moree',12,9,1997,20575.34,5.8,22.7,0.68,3.11,0
'Moree',13,9,1997,21068.55,6.6,23.9,0.82,2.86,0
'Moree',14,9,1997,19398.57,6.3,25.7,0.91,5.4,0
'Moree',15,9,1997,18576.09,13.1,29.3,0.84,6.19,0
'Moree',16,9,1997,18592.73,11.5,27,0.94,3.11,0
'Moree',17,9,1997,20235.35,8.2,26.8,0.64,3.36,0
'Moree',18,9,1997,12468.42,12.5,24.8,1.27,4.11,0
'Moree',19,9,1997,6067.69,14.8,21.8,1.5,5.4,0.8
'Moree',20,9,1997,20489.72,15.6,28.6,1.43,7.5,1.4
'Moree',21,9,1997,17264.98,7.1,24.3,1.06,3.06,0
'Moree',22,9,1997,21231.97,6.3,23.5,0.64,5.94,0
'Moree',23,9,1997,17233.66,7,24.4,0.88,4.4,0
'Moree',24,9,1997,17340.92,13.1,22.4,1.24,5.4,1.2
'Moree',25,9,1997,19467.72,5,24.9,0.66,3.6,0.2
'Moree',26,9,1997,22945.65,6,29.1,0.61,2.56,0
'Moree',27,9,1997,22040.98,6.1,28.3,0.58,2.86,0
'Moree',28,9,1997,17280.86,10,28.8,0.8,3.61,0
'Moree',29,9,1997,22171.36,9.1,26.3,0.98,3.86,0
'Moree',30,9,1997,21299.58,8.5,25.6,0.98,3.86,0
'Moree',1,10,1997,23176.21,9.9,29.4,1.05,5.9,0
'Moree',2,10,1997,21613.16,16.1,28.9,1.02,9,0
'Moree',3,10,1997,21838.8,16,33.3,1.45,7.21,3.8
'Moree',4,10,1997,20410.7,9.3,24.9,0.45,5.4,0
'Moree',5,10,1997,4389.66,11.9,19.4,1.14,4.4,0
'Moree',6,10,1997,5364.91,14.1,21.4,1.72,6.15,16.2
'Moree',7,10,1997,9166.77,14.3,19.7,1.7,5.4,10.6
'Moree',8,10,1997,22843.76,11.1,23.7,1.1,6.46,21.4
'Moree',9,10,1997,21660.9,7.8,25,1.06,3.86,0
'Moree',10,10,1997,23221.03,8.4,27.8,0.93,3.06,0
'Moree',11,10,1997,25317.76,10.5,32.5,1.1,3.61,0
'Moree',12,10,1997,26315.33,13.3,33,1.08,3.61,0
'Moree',13,10,1997,24363.37,11.9,25.4,0.61,8.19,0
'Moree',14,10,1997,21627.23,7.3,27.6,1.03,4.65,0
'Moree',15,10,1997,24734.9,8.2,29.2,0.73,2.81,0
'Moree',16,10,1997,25707.96,10.1,30.8,0.74,4.15,0
'Moree',17,10,1997,25083.06,8.4,31.3,0.59,4.35,0
'Moree',18,10,1997,20269.62,15,25.3,0.46,6.44,0
'Moree',19,10,1997,2589.62,9.3,17.4,1.3,3.86,0.2
'Moree',20,10,1997,20991.59,8.2,23,0.79,4.9,6
'Moree',21,10,1997,23101.39,7.9,24.1,0.69,4.9,0
'Moree',22,10,1997,23647.98,6.3,26.4,0.72,2.06,0
'Moree',23,10,1997,25014.12,10,28,1.12,3.61,0
'Moree',24,10,1997,26168.97,14.7,29.3,1.21,4.65,0
'Moree',25,10,1997,28029.81,16.9,30.5,1.16,4.4,0
'Moree',26,10,1997,27852.4,15.1,31.9,1.28,4.4,0
'Moree',27,10,1997,29277.32,17.2,33.9,1.3,4.65,0
'Moree',28,10,1997,23827.79,16,34.2,1.19,3.61,0
'Moree',29,10,1997,16966.42,16.7,29.9,1.48,6.65,0
'Moree',30,10,1997,29274.91,17.5,34.8,1.46,5.9,0
'Moree',31,10,1997,27805,20.2,34.3,1.44,9.81,0
'Moree',1,11,1997,26849.01,15.6,30.4,0.76,4.9,0
'Moree',2,11,1997,26489.49,14.3,32.1,0.71,4.4,0
'Moree',3,11,1997,18489.91,15.8,30,1.52,3.35,0
'Moree',4,11,1997,21456.04,15.1,30.6,1.42,4.65,0
'Moree',5,11,1997,13946.15,16.3,28,1.72,3.86,13.2
'Moree',6,11,1997,23257.04,15,29.4,1.43,3.61,9.6
'Moree',7,11,1997,26692.73,14.8,30.9,1.41,3.61,2.6
'Moree',8,11,1997,28497.04,17.3,34.2,1.29,3.11,0
'Moree',9,11,1997,25630.87,18,34.6,1.28,6.94,0
'Moree',10,11,1997,20554.79,18.3,31,1.6,5.9,0.2
'Moree',11,11,1997,18560.94,19,32,1.79,5.69,2
'Moree',12,11,1997,23147.56,19.8,34.3,1.44,4.9,0
'Moree',13,11,1997,27772.38,15.9,34,1.57,2.06,10
'Moree',14,11,1997,14078.25,20.6,31,1.64,8.5,0
'Moree',15,11,1997,23452.47,18.7,31.1,1.91,3.6,8
'Moree',16,11,1997,19488.75,17.7,31.9,1.67,4.1,0
'Moree',17,11,1997,11809.58,19.5,25.7,1.02,4.15,0
'Moree',18,11,1997,12241.45,15.3,23.9,1.16,5.4,0
'Moree',19,11,1997,26165.83,10.1,29.3,0.93,3.6,0.2
'Moree',20,11,1997,27470.9,12.1,31.8,1.14,2.86,0
'Moree',21,11,1997,28713.25,13.5,33.1,1.18,3.36,0
'Moree',22,11,1997,24949.36,17.1,32.1,1.23,4.4,0
'Moree',23,11,1997,29455.36,17.2,32.6,1.16,4.65,0
'Moree',24,11,1997,30772.38,18.4,36.5,1.26,3.86,0
'Moree',25,11,1997,30172.55,18.5,40.5,1.35,2.36,0
'Moree',26,11,1997,32203.56,21.5,38.9,1.3,4.65,0.2
'Moree',27,11,1997,33715.28,23.9,40.2,1.15,3.9,0
'Moree',28,11,1997,31627.07,20.9,42,1.18,3.86,0
'Moree',29,11,1997,32070.24,23.4,41.7,1.26,7.19,0
'Moree',30,11,1997,21488.09,26.5,34.4,1.69,2.11,0
'Moree',1,12,1997,31482.06,21.1,37.9,1.18,6.94,0
'Moree',2,12,1997,30657.47,16,38.7,0.8,4.1,0
'Moree',3,12,1997,32482.78,19.1,36.7,0.62,8.19,0
'Moree',4,12,1997,29071.54,18.7,35.1,1.5,5.9,0
'Moree',5,12,1997,23755.57,21.5,35.9,1.62,8.19,0
'Moree',6,12,1997,28670.89,19.6,34.4,2.37,5.65,6.2
'Moree',7,12,1997,26610.06,22.6,38.1,2.03,5.65,0
'Moree',8,12,1997,29280.52,21.1,34.4,2.18,6.44,21.8
'Moree',9,12,1997,16668.87,20.6,29,2.39,5.9,56.2
'Moree',10,12,1997,22451.17,21.9,32.4,2.32,4.65,0.2
'Moree',11,12,1997,24464.16,14.3,29.7,1.16,5.4,0
'Moree',12,12,1997,19613.71,18.9,28.6,1.35,4.86,0
'Moree',13,12,1997,25179.37,16.4,30.5,1.46,5.65,0
'Moree',14,12,1997,16505.49,20.6,30.2,2.25,6.65,0
'Moree',15,12,1997,29489.51,17.8,31.9,1.99,3.6,27.6
'Moree',16,12,1997,29084.22,15.5,32.7,1.27,2.86,0
'Moree',17,12,1997,30216.35,15.7,36,1.64,5.15,0
'Moree',18,12,1997,24016.86,21.9,34.3,2.13,3.9,0
'Moree',19,12,1997,18079.47,21.5,33.9,2.19,5.9,3.8
'Moree',20,12,1997,29814.61,19.3,34.4,2.09,4.11,5.4
'Moree',21,12,1997,26448.33,22.2,35.8,2.19,6.44,0
'Moree',22,12,1997,29910.63,20.9,37,2.3,5.9,0
'Moree',23,12,1997,30802.48,22.3,35,1.97,4.65,0
'Moree',24,12,1997,29620.59,16.6,33.2,0.75,3.85,0
'Moree',25,12,1997,30363.93,17.7,35.6,1.66,4.36,0
'Moree',26,12,1997,31305.68,22.9,35.9,2,5.9,0
'Moree',27,12,1997,21146.25,18.3,32.6,1.84,8.5,2.8
'Moree',28,12,1997,26726.32,18.3,35.2,1.86,4.9,0
'Moree',29,12,1997,29731.24,17.8,32.7,1.8,4.11,5.2
'Moree',30,12,1997,28747.46,18.7,33.2,1.68,3.86,0
'Moree',31,12,1997,25880.29,18,30.9,1.38,4.36,10
'Moree',1,1,1998,29581.71,17.3,32.3,1.37,4.65,0
'Moree',2,1,1998,30381.25,19.1,33.7,1.49,4.65,0
'Moree',3,1,1998,30916.04,20.8,34.8,1.64,4.15,0
'Moree',4,1,1998,31188.64,22.3,35.6,1.73,4.4,0
'Moree',5,1,1998,30695.05,18.7,35.8,1.63,4.65,0
'Moree',6,1,1998,28132.15,22.5,35.9,1.83,3.61,0
'Moree',7,1,1998,15976.76,20.5,29.4,1.44,4.4,0
'Moree',8,1,1998,27573.09,20.6,33.6,1.54,4.9,0
'Moree',9,1,1998,13131.2,20.1,31.4,1.56,5.15,0
'Moree',10,1,1998,21737.14,21.4,33.4,1.59,4.36,0
'Moree',11,1,1998,23114.51,16.9,32.6,1.55,5.9,2.6
'Moree',12,1,1998,13150.59,19.7,30.7,1.41,4.9,0
'Moree',13,1,1998,12191.54,21.4,30.5,1.54,4.65,0
'Moree',14,1,1998,8593.66,19.3,27.1,2.09,3.86,7
'Moree',15,1,1998,24356.66,20.6,33,2.44,3.61,2.6
'Moree',16,1,1998,30559.48,21.1,37.4,2.1,3.86,0
'Moree',17,1,1998,30542.17,23.1,35.8,2.02,4.9,0
'Moree',18,1,1998,30804.89,22.4,38.1,2.1,4.4,0
'Moree',19,1,1998,29547.17,23.9,38.2,2.13,5.9,1.4
'Moree',20,1,1998,30065.21,23.8,36.3,1.76,5.65,0
'Moree',21,1,1998,26716.08,24.4,38.5,1.87,5.65,0
'Moree',22,1,1998,31634.16,19.5,37.8,1.89,3.6,0
'Moree',23,1,1998,32857.85,24.2,38.5,1.96,5.9,0
'Moree',24,1,1998,31163.69,26,38.9,1.8,7.75,0
'Moree',25,1,1998,26512.08,25.1,36.9,2.14,7.44,0
'Moree',26,1,1998,28889.21,16.1,32.5,0.81,5.9,0
'Moree',27,1,1998,21289.14,15.6,32.5,0.99,3.11,0
'Moree',28,1,1998,30587.1,15,37.5,1.1,4.36,0
'Moree',29,1,1998,31025.7,18.6,37.4,1.55,4.11,0
'Moree',30,1,1998,29709.03,15.4,38.2,1.02,4.9,0
'Moree',31,1,1998,21348.3,22,34.5,1.69,2.81,0
'Moree',1,2,1998,30558.56,18.6,37.2,1.67,3.11,0
'Moree',2,2,1998,31071.36,21.4,38.8,1.65,3.9,0
'Moree',3,2,1998,30882.04,22.7,40.2,1.67,5.15,0
'Moree',4,2,1998,30022.85,22.8,40,1.78,4.4,0
'Moree',5,2,1998,24523.8,23.3,37.2,1.96,5.4,1.8
'Moree',6,2,1998,16355.3,22,34.8,2.24,3.61,2.2
'Moree',7,2,1998,23701.34,23.5,35.7,2.17,6.4,0
'Moree',8,2,1998,15016.12,25.8,31.3,2.42,5.4,0
'Moree',9,2,1998,9174.78,21.8,28.3,2.42,3.85,3.2
'Moree',10,2,1998,6911.97,18.8,21.9,2.14,5.65,59.2
'Moree',11,2,1998,17112.28,18.6,29.4,2.54,3.36,17
'Moree',12,2,1998,24015.52,21.7,32.8,2.53,2.61,1.4
'Moree',13,2,1998,29304.24,21.1,36.3,2.13,1.81,0
'Moree',14,2,1998,27805.76,22,35.3,1.89,3.86,0
'Moree',15,2,1998,28672.92,22.7,35.6,2.18,4.65,0
'Moree',16,2,1998,26679.3,23.1,34.4,1.86,9,0
'Moree',17,2,1998,26530.37,14.4,27.9,0.64,7.44,0
'Moree',18,2,1998,26719.86,14.2,31.4,1.49,4.65,0
'Moree',19,2,1998,29158.33,19.7,34.5,1.81,5.65,0
'Moree',20,2,1998,30322.49,22.9,37,1.93,5.4,0
'Moree',21,2,1998,28942.96,16.6,34.1,0.78,4.65,0
'Moree',22,2,1998,26979.85,12.7,33.4,0.81,4.1,0
'Moree',23,2,1998,29030.28,14.9,35.1,0.48,4.9,0
'Moree',24,2,1998,28707.13,18,34.1,1.62,4.65,0
'Moree',25,2,1998,28938.87,19,33.8,1.48,3.85,0
'Moree',26,2,1998,30097.81,19.5,34.9,1.4,5.4,0
'Moree',27,2,1998,29264.05,20.2,34.1,1.79,4.65,0
'Moree',28,2,1998,27334.67,21.1,35.7,1.68,5.15,0
'Moree',1,3,1998,20665.85,19,31.8,1.88,4.11,6.8
'Moree',2,3,1998,27868.23,17.5,32.9,1.49,4.61,1.2
'Moree',3,3,1998,27476.74,16.8,32.5,1.39,3.61,0
'Moree',4,3,1998,28171.69,17.8,33.9,1.57,4.15,0
'Moree',5,3,1998,27534.28,20.4,35.9,1.39,5.4,0
'Moree',6,3,1998,26248.12,18.7,32.1,0.94,6.65,0
'Moree',7,3,1998,26296.03,13.2,30.6,0.88,5.15,0
'Moree',8,3,1998,25370.45,17.2,31,1.19,4.15,0
