Station,Day,Month,Year,Rad,Tmin,Tmax,Hum (kPa),windspeed (m/s),Rain (mm)
'Moree',1,12,2003,30363.97,19.1,33.3,1.29,5.9,0
'Moree',2,12,2003,18938.24,19.9,32.2,1.36,7.19,0
'Moree',3,12,2003,24395.04,19.3,32.3,1.37,6.15,0
'Moree',4,12,2003,25864.27,22,35.6,1.72,5.4,0
'Moree',5,12,2003,13181.67,20.2,28.4,2.17,4.9,8
'Moree',6,12,2003,6260.83,16.7,20.5,1.68,5.4,28.6
'Moree',7,12,2003,26151.11,15.5,27.3,1.21,4.36,16.4
'Moree',8,12,2003,27472.37,12,30.4,1.13,3.61,0
'Moree',9,12,2003,28323.49,15.1,33.1,1.57,3.85,0
'Moree',10,12,2003,30656.87,20.7,33.7,1.64,5.4,0
'Moree',11,12,2003,25537.65,20.6,34,1.88,6.15,0
'Moree',12,12,2003,20777.01,21.2,32,2.18,5.9,0
'Moree',13,12,2003,32838.19,20.9,37.7,1.64,7.19,2.4
'Moree',14,12,2003,31521.49,17.8,37.7,1.01,3.86,0
'Moree',15,12,2003,29193.08,17.6,34.2,1.6,4.9,0
'Moree',16,12,2003,28498.3,18.5,33.7,1.65,4.9,0
'Moree',17,12,2003,29392.53,17.1,31.8,1.44,5.15,7.4
'Moree',18,12,2003,29353.79,16.3,31.2,1.34,6.65,0
'Moree',19,12,2003,31168.62,18.3,33.2,1.19,5.9,0
'Moree',20,12,2003,28536.04,20,35.8,1.6,5.15,0
'Moree',21,12,2003,19348.36,21.1,39.1,1.44,6.15,0
'Moree',22,12,2003,31536.7,25.9,39.6,1.51,8.25,0
'Moree',23,12,2003,28882.5,21.7,37.2,0.95,4.11,0
'Moree',24,12,2003,32834.62,20.2,39.7,1.83,5.9,0
'Moree',25,12,2003,34243.84,22.6,40.3,1.73,5.9,0
'Moree',26,12,2003,27940.95,23,40.7,1.71,5.4,0
'Moree',27,12,2003,20339.9,22.8,37.6,1.71,5.15,0.6
'Moree',28,12,2003,30779.85,19.9,36.1,1.75,7.19,0
'Moree',29,12,2003,30290.99,18.9,33.5,1.32,4.4,0
'Moree',30,12,2003,30324.79,18.9,34.2,1.26,4.65,0
'Moree',31,12,2003,31772.35,19.9,36.1,1.39,4.15,0
